mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
258,Mustafa Öztürk,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

--
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,2,2026-04-20 10:35
259,Ayşe Yılmaz,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. saç kurutma makinesi modeli kalitesizmiş. Param iade edilsin.

--
Ayşe Yılmaz

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-04-10 10:35
260,Emine Aydın,Fatura tutarı yanlış,"Sipariş tutarım 459 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP152512

İyi günler dilerim,
Emine Aydın",fatura,3,2026-04-14 10:35
261,Esra Acar,Kargo durumu hakkında,"Merhaba, 10.03.2026 tarihinde verdiğim SP735863 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

Teşekkürler,
Esra Acar
Tel: 05544860745",kargo,2,2026-04-20 10:35
262,Ali Yıldız,Fatura tutarı yanlış,"Sipariş tutarım 459 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP943890

--
Ali Yıldız",fatura,3,2026-04-05 10:35
263,Ali Yıldız,Kargo şirketi rezalet,"valiz siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Ali Yıldız",kargo,4,2026-04-10 10:35
264,Burak Erdoğan,Kargo durumu hakkında,"Merhaba, 26.03.2026 tarihinde verdiğim SP290672 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

Teşekkürler,
Burak Erdoğan
Tel: 05555334434",kargo,2,2026-03-30 10:35
265,Mustafa Öztürk,Geç teslimat,"Siparişim SP585100 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

--
Mustafa Öztürk

----- Önceki Mesaj -----
Merhaba Mustafa Öztürk,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-25 10:35
266,Zeynep Şahin,Kargo durumu hakkında,"Merhaba, 04.03.2026 tarihinde verdiğim SP137778 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.",kargo,1,2026-04-26 10:35
267,Ahmet Çelik,Sipariş takibi,"İyi günler, sipariş ettiğim mont için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP239816",kargo,2,2026-04-01 10:35
268,Zeynep Şahin,Fatura talebi,"Merhaba, SP721121 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

----- Önceki Mesaj -----
Merhaba Zeynep Şahin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-19 10:35
269,Merve Polat,Garanti sorusu,"İyi günler, 16.03.2026 tarihinde aldığım kahve makinesi için garanti belgesini nereden temin edebilirim?

--
Merve Polat",teknik,2,2026-04-12 10:35
270,Hasan Koç,Ürün beğenilmedi,"İyi günler, aldığım spor ayakkabı beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

--
Hasan Koç

----- Önceki Mesaj -----
Merhaba Hasan Koç,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,1,2026-04-18 10:35
271,Kerem Tekin,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP297810

Teşekkürler,
Kerem Tekin
Tel: 05501915518

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,4,2026-04-15 10:35
272,Kerem Tekin,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 299 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP663244

Teşekkürler,
Kerem Tekin
Tel: 05366768873

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-03-30 10:35
273,Kerem Tekin,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP778720

--
Kerem Tekin

----- Önceki Mesaj -----
Merhaba Kerem Tekin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,3,2026-04-19 10:35
274,Ayşe Yılmaz,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

İyi günler dilerim,
Ayşe Yılmaz

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-13 10:35
275,Esra Acar,Eksik parça,"kahve makinesi kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

--
Esra Acar",teknik,2,2026-04-24 10:35
276,İbrahim Kurt,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

İyi günler dilerim,
İbrahim Kurt",teknik,1,2026-03-30 10:35
277,Ayşe Yılmaz,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 7999 TL",iade,5,2026-04-22 10:35
278,Esra Acar,Eksik parça,laptop kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.,teknik,2,2026-04-06 10:35
279,Elif Arslan,Sipariş gelmedi,"Merhaba, 26.03.2026 tarihinde sipariş ettiğim elektrikli süpürge hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP629959

İyi günler dilerim,
Elif Arslan",kargo,3,2026-04-27 10:35
280,Gamze Çetin,Fatura talebi,"Merhaba, SP952117 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

--
Gamze Çetin

----- Önceki Mesaj -----
Merhaba Gamze Çetin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-10 10:35
281,Fatma Kaya,Fatura tutarı yanlış,"Sipariş tutarım 1899 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP806423

İyi günler dilerim,
Fatma Kaya",fatura,3,2026-04-16 10:35
282,Mehmet Demir,İade prosedürü hakkında,"Merhaba, SP560959 numaralı siparişimdeki spor ayakkabı ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

--
Mehmet Demir",iade,1,2026-04-17 10:35
283,Kerem Tekin,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 459 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

----- Önceki Mesaj -----
Merhaba Kerem Tekin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-03-30 10:35
284,Esra Acar,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP205239 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

İyi günler dilerim,
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,4,2026-04-14 10:35
285,Hatice Özdemir,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP483366

Saygılarımla,
Hatice Özdemir",iade,1,2026-04-26 10:35
286,Zeynep Şahin,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.",teknik,1,2026-04-14 10:35
287,Ahmet Çelik,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Saygılarımla,
Ahmet Çelik",kargo,3,2026-04-09 10:35
288,Onur Yıldırım,İade onayı bekliyorum,"02.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP240606

Teşekkürler,
Onur Yıldırım
Tel: 05366540893

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-03-31 10:35
289,Hatice Özdemir,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1899 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP518084",iade,5,2026-04-13 10:35
290,Ayşe Yılmaz,Garanti sorusu,"İyi günler, 04.04.2026 tarihinde aldığım kulaklık için garanti belgesini nereden temin edebilirim?

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,2,2026-04-23 10:35
291,Emine Aydın,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 4750 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP291755

Teşekkürler,
Emine Aydın
Tel: 05424726098",fatura,4,2026-04-26 10:35
292,Kerem Tekin,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 459 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP726258

Saygılarımla,
Kerem Tekin",iade,5,2026-04-14 10:35
293,Merve Polat,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 2450 TL

--
Merve Polat",iade,4,2026-04-03 10:35
294,Emine Aydın,Eksik parça,"tost makinesi kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Emine Aydın
Tel: 05389248001

----- Önceki Mesaj -----
Merhaba Emine Aydın,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-04-23 10:35
295,Hüseyin Doğan,Ürün TEHLİKELİ,"Aldığım kahve makinesi kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Teşekkürler,
Hüseyin Doğan
Tel: 05478153291",teknik,5,2026-04-02 10:35
296,Gamze Çetin,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?",fatura,1,2026-03-30 10:35
297,Hasan Koç,Kargo durumu hakkında,"Merhaba, 10.04.2026 tarihinde verdiğim SP733039 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

İyi günler dilerim,
Hasan Koç",kargo,1,2026-04-03 10:35
298,Hüseyin Doğan,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. ütü modeli kalitesizmiş. Param iade edilsin.

Teşekkürler,
Hüseyin Doğan
Tel: 05572459332",teknik,4,2026-04-03 10:35
299,Burak Erdoğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 7999 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP891093

--
Burak Erdoğan",iade,5,2026-04-13 10:35
300,Hüseyin Doğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 1899 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP677390

Teşekkürler,
Hüseyin Doğan
Tel: 05549197701",iade,5,2026-04-22 10:35
301,Mustafa Öztürk,Ürün arızalı,"Aldığım kahve makinesi ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP289934

--
Mustafa Öztürk",teknik,3,2026-03-28 10:35
302,Hüseyin Doğan,Ürün beğenilmedi,"İyi günler, aldığım mont beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.",iade,1,2026-04-08 10:35
303,Onur Yıldırım,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

İyi günler dilerim,
Onur Yıldırım",fatura,2,2026-04-25 10:35
304,Onur Yıldırım,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 299 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

--
Onur Yıldırım",fatura,5,2026-03-30 10:35
305,Elif Arslan,Eksik parça,"tablet kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Elif Arslan
Tel: 05473191007",teknik,3,2026-04-02 10:35
306,Fatma Kaya,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

--
Fatma Kaya

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-17 10:35
307,Merve Polat,Bozuk ürün geldi değişim,"İkinci defa bozuk ürün geliyor. İlkini değiştirdiniz, gelen de aynı sorunu veriyor. kahve makinesi modeli kalitesizmiş. Param iade edilsin.

İyi günler dilerim,
Merve Polat

----- Önceki Mesaj -----
Merhaba Merve Polat,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-04-14 10:35
308,Zeynep Şahin,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP502349

--
Zeynep Şahin",teknik,3,2026-04-12 10:35
309,Fatma Kaya,Ürün beğenilmedi,"İyi günler, aldığım elektrikli süpürge beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

----- Önceki Mesaj -----
Merhaba Fatma Kaya,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,2,2026-03-30 10:35
310,Emine Aydın,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP812296

Saygılarımla,
Emine Aydın

----- Önceki Mesaj -----
Merhaba Emine Aydın,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-03-31 10:35
311,Zeynep Şahin,Ürün TEHLİKELİ,"Aldığım saç kurutma makinesi kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

--
Zeynep Şahin",teknik,5,2026-04-19 10:35
312,Esra Acar,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP384263

Teşekkürler,
Esra Acar
Tel: 05581552000

> Esra Acar şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,5,2026-04-27 10:35
313,Burak Erdoğan,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP299659 Tutar: 299 TL

--
Burak Erdoğan",kargo,5,2026-03-31 10:35
314,Selin Aksoy,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 149 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Saygılarımla,
Selin Aksoy",fatura,4,2026-04-05 10:35
315,Burak Erdoğan,Geç teslimat,"Siparişim SP931450 3 gün önce teslim edilmiş görünüyor ama bana ulaşmadı. Apartman görevlisi de almamış. Bu konuda ne yapmamı önerirsiniz?

Teşekkürler,
Burak Erdoğan
Tel: 05377784725

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-06 10:35
316,Mustafa Öztürk,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 459 TL",iade,4,2026-04-01 10:35
317,Selin Aksoy,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 149 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP822689

Saygılarımla,
Selin Aksoy",fatura,5,2026-04-08 10:35
318,Merve Polat,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP329974 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

--
Merve Polat

----- Önceki Mesaj -----
Merhaba Merve Polat,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,4,2026-04-07 10:35
319,Fatma Kaya,Fatura talebi,"Merhaba, SP786789 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?",fatura,1,2026-04-14 10:35
320,Onur Yıldırım,Fatura talebi,"Merhaba, SP772580 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

İyi günler dilerim,
Onur Yıldırım

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-03-29 10:35
321,Ali Yıldız,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Teşekkürler,
Ali Yıldız
Tel: 05464762150

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-04-02 10:35
322,Elif Arslan,Garanti sorusu,"İyi günler, 04.04.2026 tarihinde aldığım telefon için garanti belgesini nereden temin edebilirim?

Teşekkürler,
Elif Arslan
Tel: 05493824903",teknik,2,2026-04-18 10:35
323,Fatma Kaya,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 4750 TL",iade,4,2026-04-15 10:35
324,Elif Arslan,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 799 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

----- Önceki Mesaj -----
Merhaba Elif Arslan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-27 10:35
325,Esra Acar,Ürün beğenilmedi,"İyi günler, aldığım spor ayakkabı beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

İyi günler dilerim,
Esra Acar",iade,1,2026-04-09 10:35
326,Ayşe Yılmaz,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 799 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Saygılarımla,
Ayşe Yılmaz",fatura,5,2026-03-28 10:35
327,Ali Yıldız,Sipariş gelmedi,"Merhaba, 28.02.2026 tarihinde sipariş ettiğim yatak takımı hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP994905",kargo,3,2026-04-19 10:35
328,Ahmet Çelik,Eksik parça,ütü kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.,teknik,3,2026-04-08 10:35
329,Hasan Koç,Kargo durumu hakkında,"Merhaba, 19.03.2026 tarihinde verdiğim SP822858 numaralı siparişimin durumunu öğrenmek istiyorum. Kargo takip linki çalışmıyor. Bilgi verirseniz sevinirim.

Teşekkürler,
Hasan Koç
Tel: 05314883526",kargo,2,2026-04-05 10:35
330,Ali Yıldız,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Teşekkürler,
Ali Yıldız
Tel: 05346080553",iade,3,2026-04-11 10:35
331,Ayşe Yılmaz,Garanti sorusu,"İyi günler, 06.03.2026 tarihinde aldığım ütü için garanti belgesini nereden temin edebilirim?

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-20 10:35
332,İbrahim Kurt,Sipariş takibi,"İyi günler, sipariş ettiğim elektrikli süpürge için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP265409

Teşekkürler,
İbrahim Kurt
Tel: 05499874152

----- Önceki Mesaj -----
Merhaba İbrahim Kurt,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,2,2026-03-29 10:35
333,Esra Acar,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

--
Esra Acar

> Esra Acar şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,1,2026-03-31 10:35
334,Esra Acar,İade onayı bekliyorum,"17.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP734487

Teşekkürler,
Esra Acar
Tel: 05418448065

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-04-11 10:35
335,İbrahim Kurt,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 7999 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

İyi günler dilerim,
İbrahim Kurt",fatura,5,2026-04-20 10:35
336,Ali Yıldız,Fatura talebi,"Merhaba, SP435872 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

İyi günler dilerim,
Ali Yıldız

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-21 10:35
337,Selin Aksoy,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 4750 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Saygılarımla,
Selin Aksoy

> Selin Aksoy şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-04-05 10:35
338,Zeynep Şahin,Sipariş takibi,"İyi günler, sipariş ettiğim elektrikli süpürge için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP966785

İyi günler dilerim,
Zeynep Şahin",kargo,2,2026-04-13 10:35
339,Hatice Özdemir,Fatura bilgileri,"İyi günler, faturada şirket bilgilerimi güncellemek istiyorum. Yeni vergi numaramı nereden bildirebilirim?

İyi günler dilerim,
Hatice Özdemir",fatura,1,2026-04-15 10:35
340,Elif Arslan,Kargo şirketi rezalet,"kazak siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
Elif Arslan",kargo,4,2026-04-25 10:35
341,Mustafa Öztürk,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 459 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

İyi günler dilerim,
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-04-16 10:35
342,Selin Aksoy,YASAL İŞLEM BAŞLATACAĞIM,"15 gündür siparişim gelmedi, paramı da iade etmiyorsunuz. Tüketici hakem heyetine başvuruyorum. Avukatımla görüştüm, bu konuyu yargıya taşıyacağız. Sipariş no: SP820775 Tutar: 1250 TL",kargo,5,2026-04-10 10:35
343,Onur Yıldırım,Garanti sorusu,"İyi günler, 20.03.2026 tarihinde aldığım tost makinesi için garanti belgesini nereden temin edebilirim?

Teşekkürler,
Onur Yıldırım
Tel: 05528339797

> Onur Yıldırım şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-20 10:35
344,Onur Yıldırım,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Teşekkürler,
Onur Yıldırım
Tel: 05475809835

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,4,2026-04-02 10:35
