mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
1279,Mehmet Demir,Fatura talebi,"Merhaba, SP616342 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

İyi günler dilerim,
Mehmet Demir

> Mehmet Demir şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,1,2026-03-29 10:35
1280,Anonim,Kalite şikayeti: Kızım giydi denedi güzeldi yıkadım giysin diye kol...,Kızım giydi denedi güzeldi yıkadım giysin diye kolları saldı kendini çok kötü oldu yıkadığım için iadede edemiyorum mağduriyetim nasıl giderilir bilmiyorum,teknik,1,2026-04-27 19:57
1281,Gamze Çetin,Ürün arızalı,"Aldığım tablet ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP112964

----- Önceki Mesaj -----
Merhaba Gamze Çetin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,3,2026-04-23 10:35
1282,Hasan Koç,Eksik parça,"kulaklık kutusundan eksik parça çıktı. Şarj kablosu yok. Hemen gönderilmesini rica ediyorum.

Teşekkürler,
Hasan Koç
Tel: 05388482830

> Hasan Koç şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,2,2026-04-08 10:35
1283,Merve Polat,Garanti sorusu,"İyi günler, 16.03.2026 tarihinde aldığım kahve makinesi için garanti belgesini nereden temin edebilirim?

--
Merve Polat",teknik,2,2026-04-12 10:35
1284,Anonim,Hatalı ürün: defolu.,defolu.,teknik,1,2026-04-06 19:57
1285,Selin Aksoy,Kargo şirketi rezalet,"spor ayakkabı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!",kargo,4,2026-03-30 10:35
1286,Esra Acar,Sipariş gelmedi,"Merhaba, 12.03.2026 tarihinde sipariş ettiğim yatak takımı hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP515922

İyi günler dilerim,
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-03-31 10:35
1287,Anonim,Kalite şikayeti: Defolu ürün göndermişler !!!,Defolu ürün göndermişler !!!,teknik,1,2026-02-27 19:57
1288,Anonim,Hatalı ürün: gerçekten pişman oldum sökük geldi niye dikkat etm...,gerçekten pişman oldum sökük geldi niye dikkat etmezsiniz ki,teknik,1,2026-04-09 19:57
1289,Fatma Kaya,Fatura tutarı yanlış,"Sipariş tutarım 2450 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP139589

--
Fatma Kaya",fatura,2,2026-03-28 10:35
1290,Anonim,Kalite şikayeti: ürünü resmen yamuk dikmişler terzi kör müydü anlay...,ürünü resmen yamuk dikmişler terzi kör müydü anlayamadım,teknik,1,2026-04-10 19:57
1291,Ali Yıldız,Sipariş gelmedi,"Merhaba, 11.04.2026 tarihinde sipariş ettiğim akıllı saat hala elime ulaşmadı. Kargo takip sisteminde 5 gündür hareket yok. Lütfen acil bilgi verin. Sipariş no: SP160738

İyi günler dilerim,
Ali Yıldız

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,3,2026-04-23 10:35
1292,Anonim,Hatalı ürün: bir kez giyip yikamaya attim baskisi soldu pijama...,bir kez giyip yikamaya attim baskisi soldu pijama oldu👏🏻,teknik,1,2026-03-05 19:57
1293,Anonim,Ürün sorunu: Bir yıkamada bu hale geldi çok üzüldüm yaa giymedi...,Bir yıkamada bu hale geldi çok üzüldüm yaa giymedim daha,teknik,1,2026-02-28 19:57
1294,Anonim,Ürün sorunu: ilk yıkamada taşı düştü ve düşen yerin yırtık görü...,ilk yıkamada taşı düştü ve düşen yerin yırtık görüntüsü kaldı.,teknik,1,2026-04-09 19:57
1295,Anonim,Arıza: Tülü çok sert ve dik duruyor hiç beğenmedim kalite...,Tülü çok sert ve dik duruyor hiç beğenmedim kalitesini. 23 nisana yenisi yetısmeyecegı ıcın iade edemıyorm.,teknik,1,2026-03-16 19:57
1296,Anonim,Arıza: beğenmedim kumaşında boya izleri vardı hiç kalitel...,beğenmedim kumaşında boya izleri vardı hiç kaliteli değil.,teknik,1,2026-02-27 19:57
1297,Anonim,Değişim: Okadar dandik ki anlatamam pazardan 10 tl almış gi...,Okadar dandik ki anlatamam pazardan 10 tl almış gibi,iade,1,2026-03-12 19:57
1298,Merve Polat,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP781113

İyi günler dilerim,
Merve Polat",iade,2,2026-03-29 10:35
1299,Anonim,Kalite şikayeti: Bir kez de şu Trendyol sorunsuz bir ceket getirsin...,Bir kez de şu Trendyol sorunsuz bir ceket getirsin. Her alışımda bu sefer bir şey yoktur diyorum. İadelerden ben yoruldum. Bu cebi böyle yollamaya utanmadınız mı gerçekten? Vatkasını dikmemişsiniz bile ben söküp dikiş attım sırf iade etmemek için ama bu cebi görseydim asla yapmazdım. Asla kaliteli değilsiniz 1-2 ay bir şey almayacağım (ahhehehe mecbur illaki alırım biliyorum ahheheheeh),teknik,1,2026-03-28 19:57
1300,Anonim,Beden sorunu: ayrıca s olmasına rağmen çok büyük,ayrıca s olmasına rağmen çok büyük,iade,1,2026-04-26 19:57
1301,Anonim,Hatalı ürün: Rengi harika ancak 2. Yıkamada baskıları malesef d...,Rengi harika ancak 2. Yıkamada baskıları malesef dökülmeye başladı. 1 sezonu bile çıkaramayacak,teknik,1,2026-03-29 19:57
1302,Anonim,Yanlış ürün: Alakasız ceket geldi hic beyenmedım,Alakasız ceket geldi hic beyenmedım,iade,1,2026-03-31 19:57
1303,Anonim,"Kalite şikayeti: Ürün yırtık ve defolu geldi, hiç beklediğim gibi d...","Ürün yırtık ve defolu geldi, hiç beklediğim gibi değil",teknik,1,2026-04-14 19:57
1304,Ahmet Çelik,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Saygılarımla,
Ahmet Çelik",iade,3,2026-04-24 10:35
1305,Emine Aydın,Fatura tutarı yanlış,"Sipariş tutarım 459 TL idi ama faturada farklı bir tutar görünüyor. Kontrol eder misiniz? SP152512

İyi günler dilerim,
Emine Aydın",fatura,3,2026-04-14 10:35
1306,Kerem Tekin,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

> Kerem Tekin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,4,2026-04-19 10:35
1307,Anonim,Kalite şikayeti: Renginnee bayıldım tam bordo aşırı güzel kumaşı ta...,Renginnee bayıldım tam bordo aşırı güzel kumaşı tam yazlık güncelleme yapıyorum kolunda yırtık varmış yeni fark ettim küçük ama yinede moral bozucu o kadar para verip aldım yırtık olması üzdü,teknik,1,2026-04-03 19:57
1308,Selin Aksoy,Fatura talebi,"Merhaba, SP483551 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

Saygılarımla,
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-04-16 10:35
1309,Hatice Özdemir,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP725185

Saygılarımla,
Hatice Özdemir

----- Önceki Mesaj -----
Merhaba Hatice Özdemir,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,2,2026-04-13 10:35
1310,Hüseyin Doğan,Ürün beğenilmedi,"İyi günler, aldığım mont beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.",iade,1,2026-04-08 10:35
1311,Anonim,Hatalı ürün: merhabalar bu ürünün yikam talimatı nedir acaba?be...,merhabalar bu ürünün yikam talimatı nedir acaba?ben birkere yıkadım çilek hemen soyuldu,teknik,1,2026-04-25 19:57
1312,Anonim,Arıza: astari kusurlu.,astari kusurlu.,teknik,1,2026-04-15 19:57
1313,Fatma Kaya,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 4750 TL",iade,4,2026-04-15 10:35
1314,Selin Aksoy,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 4750 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP556106

Teşekkürler,
Selin Aksoy
Tel: 05596824517",fatura,4,2026-04-02 10:35
1315,Anonim,Arıza: Ne zaman beyaz tshirt alsam fondöten lekeli geliyo...,Ne zaman beyaz tshirt alsam fondöten lekeli geliyor bıktım artık,teknik,3,2026-03-21 19:57
1316,Anonim,Değişim: Yanlış ürün geldi üstelik kapı iadesi yok kargo ba...,Yanlış ürün geldi üstelik kapı iadesi yok kargo bana çok uzak çocuklarla çıkma şansım da yok,iade,2,2026-03-25 19:57
1317,Anonim,Kalite şikayeti: T-shirt'ūn esprisi denim parçanın yanısıra asimetr...,T-shirt'ūn esprisi denim parçanın yanısıra asimetrik birlesmeydi. Gelen ürün özensiz bitim dikişli ve asimetrik olmayan kesim. Penye kumaşın kalitesinden bahsetmiyorum bile..Edit by Trendyol'dan beklentim yüksekti sanirim.,teknik,1,2026-04-21 19:57
1318,Anonim,"Kalite şikayeti: Kumaşı tok, bayılarak giyeceğim bir tişört, çok gü...","Kumaşı tok, bayılarak giyeceğim bir tişört, çok güzel. Ancak yıkadıktan sonra fark ettim ki arkasında leblebi tanesi kadar yırtık vardı. Yıkandığı için iade edemeyip diktim. Yardımcı olabilirseniz sevinirim :(",teknik,1,2026-04-23 19:57
1319,Anonim,Hatalı ürün: Ürün bu şekilde geldi cöp olan birşeyi müşterinize...,Ürün bu şekilde geldi cöp olan birşeyi müşterinize göndermeyin paketlemeyi kim yapıyorsa dikkatli yapsın böyle satıcı olamaz,teknik,1,2026-04-24 19:57
1320,Zeynep Şahin,Ürün TEHLİKELİ,"Aldığım kulaklık kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

Saygılarımla,
Zeynep Şahin",teknik,5,2026-04-09 10:35
1321,Anonim,Değişim: Aldığım ürün etek ve bana gelen ürün bu..,Aldığım ürün etek ve bana gelen ürün bu..,iade,1,2026-03-22 19:57
1322,Anonim,Kalite şikayeti: bir de yıkadım daha da çekti sanki ben bikini üstü...,bir de yıkadım daha da çekti sanki ben bikini üstüne giyerim artık,teknik,1,2026-03-01 19:57
1323,Anonim,Beden sorunu: Kumaş deseniz karton gibi yazın pantolon giysem da...,Kumaş deseniz karton gibi yazın pantolon giysem daha az sıcaklarım. Böyle bir ürünü kontrol edip satmanız manidar olmuş,iade,1,2026-04-10 19:57
1324,Anonim,"Beden sorunu: çok fazla büyüki, iade mecbur. Bir küçüğünü istiyc...","çok fazla büyüki, iade mecbur. Bir küçüğünü istiycem umarım böyle gelmez.",iade,1,2026-03-22 19:57
1325,Hatice Özdemir,Kargo şirketi rezalet,"valiz siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Teşekkürler,
Hatice Özdemir
Tel: 05466188935",kargo,4,2026-04-15 10:35
1326,Elif Arslan,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 149 TL

İyi günler dilerim,
Elif Arslan",iade,4,2026-03-29 10:35
1327,Anonim,Arıza: Eteğin boyu ve modeli çok güzel fakat bana gelen ü...,Eteğin boyu ve modeli çok güzel fakat bana gelen ürünün kemer kısmı yamuk olduğundan dolayı iade ediyorum,teknik,3,2026-04-23 19:57
1328,Hüseyin Doğan,İade prosedürü hakkında,"Merhaba, SP769989 numaralı siparişimdeki yatak takımı ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

--
Hüseyin Doğan",iade,1,2026-04-07 10:35
1329,Burak Erdoğan,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 3299 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP895702

--
Burak Erdoğan

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,5,2026-04-19 10:35
1330,Elif Arslan,İade prosedürü hakkında,"Merhaba, SP859489 numaralı siparişimdeki valiz ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

Saygılarımla,
Elif Arslan",iade,2,2026-03-28 10:35
1331,Anonim,Kalite şikayeti: ürün bana defolu geldi bunu bildiridim ve yenisini...,ürün bana defolu geldi bunu bildiridim ve yenisini göndericez dediler bendeki nolucak dedim sizde kalsın dediler ama yenisi falan gelmedi ilk defa böyle bir şeyle karşılaşıyorum,teknik,1,2026-03-31 19:57
1332,Anonim,Hatalı ürün: ve lekeli geldi ürün iade edicem,ve lekeli geldi ürün iade edicem,teknik,2,2026-04-04 19:57
1333,Anonim,Kalite şikayeti: 2.yıkamamdan makineden böyle çıktı ve yıkadığınız...,2.yıkamamdan makineden böyle çıktı ve yıkadığınız diger kıyafetlerde makinadan sürekli tüylenmiş veya beyaz pamukçularla birlikte çıkıyor,teknik,3,2026-04-13 19:57
1334,Anonim,Ürün sorunu: çok fazla tüyleniyor.,çok fazla tüyleniyor.,teknik,1,2026-03-03 19:57
1335,Mehmet Demir,İade prosedürü hakkında,"Merhaba, SP560959 numaralı siparişimdeki spor ayakkabı ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

--
Mehmet Demir",iade,1,2026-04-17 10:35
1336,Anonim,Beden sorunu: Ayrıca kalıbı dar,Ayrıca kalıbı dar,iade,1,2026-04-25 19:57
1337,Hasan Koç,Sipariş takibi,"İyi günler, sipariş ettiğim valiz için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP166613",kargo,1,2026-04-06 10:35
1338,Anonim,Beden sorunu: bana etek yerine tayt göndermissinz,bana etek yerine tayt göndermissinz,iade,1,2026-04-02 19:57
1339,Anonim,Hatalı ürün: ürün defolu geldi bu yüzden iade,ürün defolu geldi bu yüzden iade,teknik,1,2026-04-23 19:57
1340,Anonim,Hatalı ürün: ya ben haki yeşili istedim bana kına yeşili gelmiş...,ya ben haki yeşili istedim bana kına yeşili gelmiş şaka mı görselde ki renkle bu bana gelen sizce aynı mı,teknik,1,2026-03-11 19:57
1341,Anonim,Hatalı ürün: Baskıları o kadar soluk ki hayal kırıklığı oldu. K...,Baskıları o kadar soluk ki hayal kırıklığı oldu. Kumaşı güzel o yüzden iade etmeyeceğim.,teknik,1,2026-02-27 19:57
1342,Anonim,İade talebi: boynu kısa olan kişilere yakışmıyor iadeyle uğraşa...,boynu kısa olan kişilere yakışmıyor iadeyle uğraşamıycam ama gerçekten beklediğim gibi çıkmadı,iade,1,2026-04-07 19:57
1343,Anonim,Ürün sorunu: Aşırı iç gösteriyor.,Aşırı iç gösteriyor.,teknik,1,2026-03-16 19:57
1344,Anonim,Beden sorunu: kol altları çok geniş modelin üzerindeki gibi deği...,"kol altları çok geniş modelin üzerindeki gibi değil, modelin üzerindeki 36 beden olarak belirtilmiş, ilk 36 bedenini aldım asla aynısı değil, kalıbı garip 34 bedeni bile çok oversize duruyor, beklentimi karşılamadı.",iade,1,2026-03-14 19:57
1345,Kerem Tekin,Tüketici Hakem Heyeti,"İade işlemim 1 ay önce yapıldı, paramı vermiyorsunuz. 459 TL tutarındaki iadem için tüketici hakem heyetine bugün başvuruyorum. Mahkeme masraflarını da sizden talep edeceğim. Sipariş: SP726258

Saygılarımla,
Kerem Tekin",iade,5,2026-04-14 10:35
1346,Selin Aksoy,İade onayı bekliyorum,"15.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP455505

--
Selin Aksoy",iade,3,2026-04-04 10:35
1347,Anonim,İade talebi: Yani aslında güzel. Ama kadıköyden aldığım 200tl l...,Yani aslında güzel. Ama kadıköyden aldığım 200tl lik eteğin aynısı. Bu fiyattan tabii ki tok bir kumaş güzel bir bel performansı bekliyordum. Herhangi bi yerde üçte biri fiyatına bulabileceğiniz bir ürün. İade ediyorum,iade,1,2026-04-21 19:57
1348,Anonim,Ürün sorunu: Şaka mısınız ya kahverengi kışlık pantolon gönderm...,Şaka mısınız ya kahverengi kışlık pantolon göndermişsiniz pantolon güzel olsa iade etmezdim de çok çirkin rengi falan şimdi tekrar bunu almakla uğraşacağım,teknik,1,2026-03-21 19:57
1349,Esra Acar,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP205239 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

İyi günler dilerim,
Esra Acar

----- Önceki Mesaj -----
Merhaba Esra Acar,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",kargo,4,2026-04-14 10:35
1350,Burak Erdoğan,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP693128

--
Burak Erdoğan

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-04-08 10:35
1351,Anonim,"Kalite şikayeti: Direk iade, ben iadeyle uğraşmayı sevmem, ama bu a...","Direk iade, ben iadeyle uğraşmayı sevmem, ama bu açık şekilde müşteriye saygısızlık. yırtık etek göndermek ne demek.",teknik,1,2026-04-12 19:57
1352,Zeynep Şahin,Ürün beğenilmedi,"İyi günler, aldığım kazak beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

--
Zeynep Şahin

> Zeynep Şahin şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,2,2026-04-24 10:35
1353,Anonim,Ürün sorunu: Perde gibi çok iç gösteriyor,Perde gibi çok iç gösteriyor,teknik,1,2026-04-01 19:57
1354,Anonim,Hatalı ürün: eteğin fermuarı bozuk geldi eteğin fermuar kenarla...,eteğin fermuarı bozuk geldi eteğin fermuar kenarları da zedeli,teknik,1,2026-03-02 19:57
1355,Burak Erdoğan,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 799 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP483588

> Burak Erdoğan şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-04-11 10:35
1356,Hatice Özdemir,Kargo şirketi rezalet,"Bluetooth kulaklık siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

İyi günler dilerim,
Hatice Özdemir",kargo,3,2026-04-14 10:35
1357,Anonim,Beden sorunu: Xs giyen bi insanim L soyledim daracik oldu inanil...,Xs giyen bi insanim L soyledim daracik oldu inanilmaz gerçekten,iade,1,2026-03-15 19:57
1358,Anonim,Değişim: İçerik üreticilerinin önerdiği kadar beğenmedim.,İçerik üreticilerinin önerdiği kadar beğenmedim.,iade,1,2026-04-17 19:57
1359,Anonim,Kalite şikayeti: Ömrümde gördüğüm en dandik kötü kumaş budur net. A...,Ömrümde gördüğüm en dandik kötü kumaş budur net. Asla bu fiyatı hak edecek bir kalitede değil. Hemen kargoladılar kalıbıda çok güzel oldu boyu da tam ideal kısa değil güzel ama kumaşı fiyasko. Güneş ve ışık yansımasında iç gösterir gibi duruyor. Yorumlara güvenerek sipariş etmiştim ama yorumlara güvenmemem gerektiğini anladım. İade edip etmeme konusunda kararsızım acil böyle bir eteğe ihtiyacım olduğundan sipariş etmiştim.,teknik,3,2026-04-22 19:57
1360,Selin Aksoy,İade prosedürü hakkında,"Merhaba, SP950360 numaralı siparişimdeki kahve makinesi ürününü iade etmek istiyorum. İade sürecini nasıl başlatabilirim? Teşekkürler.

İyi günler dilerim,
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,1,2026-04-05 10:35
1361,Anonim,Arıza: kumasi yumusacik guzel ama baskisi cok kotu malese...,kumasi yumusacik guzel ama baskisi cok kotu malesef daha ilk giyisimde catlak catlak oldu:((,teknik,1,2026-04-01 19:57
1362,Onur Yıldırım,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP527865

İyi günler dilerim,
Onur Yıldırım",teknik,4,2026-03-31 10:35
1363,Fatma Kaya,Ürün arızalı,"Aldığım monitör ilk açılışta çalıştı ama 2 gün sonra hiç açılmıyor. Tuşa basıyorum tepki vermiyor. Sipariş: SP805668

Teşekkürler,
Fatma Kaya
Tel: 05375239295

> Fatma Kaya şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,3,2026-04-02 10:35
1364,Anonim,Yanlış ürün: ÜRÜN ELİME 34 Olarak sipariş vermeme rağmen 40 bed...,ÜRÜN ELİME 34 Olarak sipariş vermeme rağmen 40 beden olarak gönderildi iade talebinde bulundum ancak tekrar 40 beden olarak adresime kargolandı şu an iadede zorlanıyorum iade kodunun kapandığı söyleniyor cok cok acil bana ulaşılıp bu hatanın telafi edilmesini rica ediyorum,iade,3,2026-03-25 19:57
1365,Burak Erdoğan,İade kabul edilmedi,"İade ettiğim ürünüm 'kullanılmış' diye geri gönderildi. Oysa sadece denedim, etiketleri bile durmaktaydı. Bu kabul edilemez.

Saygılarımla,
Burak Erdoğan

----- Önceki Mesaj -----
Merhaba Burak Erdoğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,4,2026-03-28 10:35
1366,Anonim,Ürün sorunu: Defolu geldi,Defolu geldi,teknik,1,2026-03-01 19:57
1367,Anonim,Hatalı ürün: Ürünü 2.kez sipariş ettim ikisinde de cebi yırtık...,Ürünü 2.kez sipariş ettim ikisinde de cebi yırtık geldi,teknik,1,2026-03-02 19:57
1368,Anonim,Ürün sorunu: Ürün yırtık geldi.fiyat performansına göre idare e...,Ürün yırtık geldi.fiyat performansına göre idare eder,teknik,1,2026-03-25 19:57
1369,Anonim,İade talebi: Hayatım da aldığım en kötü gömlek diyebilirim resi...,Hayatım da aldığım en kötü gömlek diyebilirim resimdeki gömlekle bana gelen gömleğin Alakası yok,iade,1,2026-03-12 19:57
1370,Anonim,Yanlış ürün: Merhaba bizim ürürnümüz yanlış gelmiş ürünü aldıgı...,Merhaba bizim ürürnümüz yanlış gelmiş ürünü aldıgımızda stokta vardı ama bize farklı ürün gönderilmiş nasıl degişim yapabiliriz?,iade,2,2026-03-31 19:57
1371,Merve Polat,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 299 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

Teşekkürler,
Merve Polat
Tel: 05493605071

----- Önceki Mesaj -----
Merhaba Merve Polat,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,5,2026-04-18 10:35
1372,Anonim,İade talebi: Gerçekten yazıklar olsun artık kesinlikle trendyol...,Gerçekten yazıklar olsun artık kesinlikle trendyolu silip kullanmıcam. Önce 36 neden sipariş ettim 46 beden gönderdiler iade ettim tekrar sipariş verdim beğendiğim için şimdide 40 göndermişler gerçekten rezillik benim için trendyol bitti,iade,1,2026-03-19 19:57
1373,Emine Aydın,Kargom kayıp!!,"Bu nasıl bir hizmet anlayışı? 10 GÜNDÜR siparişimi bekliyorum. Kargo şirketini aradım, sizden bilgi gelmediğini söylüyor. SP110644 numaralı siparişim derhal teslim edilsin yoksa iptal istiyorum.

İyi günler dilerim,
Emine Aydın",kargo,4,2026-04-05 10:35
1374,Anonim,Hatalı ürün: kemerin rengi farklı geldi kumaşı kalitesi hiç güz...,kemerin rengi farklı geldi kumaşı kalitesi hiç güzel değil,teknik,1,2026-03-03 19:57
1375,Anonim,İade talebi: Kargo hızlıydı fakat kumaşını ve kollarının duruşu...,Kargo hızlıydı fakat kumaşını ve kollarının duruşunu beğenmedim.,iade,1,2026-03-13 19:57
1376,Anonim,Hatalı ürün: Ürün lekeli geldi ve abarttığınız kadar da güzel d...,Ürün lekeli geldi ve abarttığınız kadar da güzel değil iade,teknik,2,2026-03-30 19:57
1377,Anonim,Kalite şikayeti: Beli lastiği büzüş büzüş . Birde dibi güzel değil...,Beli lastiği büzüş büzüş . Birde dibi güzel değil özensiz dikilmiş .,teknik,1,2026-03-21 19:57
1378,Anonim,Arıza: İlk olarak bir kere giydim ve ilk gün hemen koltuk...,İlk olarak bir kere giydim ve ilk gün hemen koltuk altı delindi yaka düğmesi koptu,teknik,1,2026-03-10 19:57
1379,Ali Yıldız,Param hala iade edilmedi,"20 GÜN ÖNCE iade ettim, hala param hesabıma gelmedi. Her aradığımda 'işleme alındı' diyorsunuz. Artık ne demek istediğinizi anlamıyorum. Tutar: 459 TL

Saygılarımla,
Ali Yıldız

----- Önceki Mesaj -----
Merhaba Ali Yıldız,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,4,2026-04-04 10:35
1380,Anonim,Değişim: Dalgamı geçiyorsunu 50 beden söyledik 36 beden dar...,Dalgamı geçiyorsunu 50 beden söyledik 36 beden daracık etek geldi iade,iade,1,2026-04-03 19:57
1381,Anonim,Arıza: Kusurlu geldi,Kusurlu geldi,teknik,1,2026-03-07 19:57
1382,Anonim,Ürün sorunu: saticiya sormak istiyorum bir günde tüylenme olmas...,saticiya sormak istiyorum bir günde tüylenme olması çok garip değil mi,teknik,1,2026-03-29 19:57
1383,Anonim,Ürün sorunu: Bu renk ne ya pudra pembesi diye aldım çingene pem...,Bu renk ne ya pudra pembesi diye aldım çingene pembesi geldi ahahahahha ne renk aynı ne kumaş rezil bir renk rezil bi kalite,teknik,1,2026-04-20 19:57
